"number","title","pageid","namespace","length","touched"
"1419","Revisionist_school_of_Islamic_studies","51393701","","46769","20211001113500"
"1420","Cultural_variation","51405486","","4370","20210826074328"
"1421","Reform_(religion)","51428864","","6996","20220112142700"
"1422","Anticipatory_governance","51553282","","13587","20210507070222"
"1423","Centralized_Public_Grievance_Redress_and_Monitoring_System","51627218","","3417","20211227063443"
"1424","Australian_Freedom_League","51776042","","1387","20200421043019"
"1425","Political_insult","52102822","","5823","20211228092726"
"1426","Streitraum","52122195","","11619","20210611203458"
"1427","Partisan_sorting","52241092","","2608","20201204162037"
"1428","Rashtriya_Janata_Party","52248877","","3794","20211214135015"
"1429","List_of_United_States_political_catchphrases","52295606","","35711","20211223140353"
"1430","Female_president_of_the_United_States_in_popular_culture","52315347","","58588","20220121153237"
"1431","List_of_19th-century_women_politicians","52555636","","554","20210728172042"
"1432","270toWin","52570750","","2685","20211118170105"
"1433","Nature-based_solutions","52634071","","64801","20211224172232"
"1434","Cabinet_crisis","52674452","","2108","20211214004227"
"1435","Woke","52692506","","39029","20220123033253"
"1436","Embassy_of_Palestine,_Tripoli","52699846","","1554","20220112180704"
"1437","Embassy_of_Palestine,_Kuwait_City","52710383","","2300","20211007092000"
"1438","Embassy_of_Palestine,_Tunis","52711150","","1492","20211016170845"
"1439","Bottled_water_industry_reform","52722078","","130","20210608015432"
"1440","List_of_Muslim_League_breakaway_groups","52724191","","2998","20211231221431"
"1441","List_of_Labour_Party_breakaway_parties_(UK)","52730745","","3597","20211019041215"
"1442","Embassy_of_Palestine,_Doha","52732760","","1432","20210925005026"
"1443","Citizens'_Party_(Finland)","52745930","","7932","20211212111845"
"1444","Limitarianism_(ethical)","52756707","","11998","20220114165043"
"1445","Embassy_of_Palestine,_Tokyo","52763120","","1521","20211001151557"
"1446","Embassy_of_Palestine,_Baku","52763193","","1531","20210904071941"
"1447","Embassy_of_Palestine,_Beijing","52766081","","1465","20210904072149"
"1448","Embassy_of_Palestine,_Muscat","52766100","","1418","20220116010456"
"1449","Embassy_of_Palestine,_Riyadh","52766114","","1517","20210828155753"
"1450","Embassy_of_Palestine,_New_Delhi","52766145","","1531","20211221101205"
"1451","Embassy_of_Palestine,_Damascus","52766201","","1507","20211007091703"
"1452","Embassy_of_Palestine,_Baghdad","52766226","","1439","20211007091406"
"1453","Embassy_of_Palestine,_Abu_Dhabi","52766266","","1573","20210904072539"
"1454","Embassy_of_Palestine,_Amman","52766291","","1509","20210904072339"
"1455","Embassy_of_Palestine,_Hanoi","52766333","","1522","20211001151717"
"1456","Embassy_of_Palestine,_Manama","52766360","","1458","20211001151640"
"1457","Embassy_of_Palestine,_Sana'a","52766381","","1430","20211007092526"
"1458","Embassy_of_Palestine,_Tashkent","52766410","","1503","20211007092551"
"1459","Embassy_of_Palestine,_Nur-Sultan","52766425","","1544","20211007092438"
"1460","Embassy_of_Palestine,_Kuala_Lumpur","52774931","","1515","20211007091830"
"1461","Ghani_cabinet","52794880","","6456","20210912200649"
"1462","Embassy_of_Palestine,_Holy_See","52890930","","1801","20211007093049"
"1463","Pussyhat","52946089","","15912","20211016065842"
"1464","Propaganda_kimono","52973427","","13356","20211228193606"
"1465","314_Action","52986903","","4673","20211212175233"
"1466","Nigeria_Governors'_forum","52990749","","613","20211012030811"
"1467","Snowflake_(slang)","53046119","","25604","20211231183022"
"1468","Embassy_of_Palestine,_Paris","53064946","","1520","20211007092939"
"1469","Political_sophistication","53066433","","4107","20200616050216"
"1470","Red_Alert_Politics","53073067","","3305","20201020025137"
"1471","The_Final_Days_(2000_film)","53082860","","7127","20210414114147"
"1472","Democratic_intervention","53105040","","24603","20211205033516"
"1473","Australian_Conservatives","53111569","","37774","20211211201714"
"1474","Dead_cat_strategy","53163344","","4695","20211208225536"
"1475","Boren_family","53204655","","3515","20210517161935"
"1476","List_of_Social_Democratic_Party_(Finland)_breakaway_parties","53238294","","2840","20211219132704"
"1477","List_of_Communist_Party_(Finland)_breakaway_parties","53247186","","4719","20211212131508"
"1478","Far-right_subcultures","53251617","","20841","20220104094817"
"1479","Transylvanianism","53318782","","3748","20211015020649"
"1480","Political_authority","53356159","","1649","20211224103020"
"1481","Betsy_Riot","53453759","","4048","20211104030900"
"1482","Euro-Slavism","53535011","","4129","20210115215410"
"1483","Embassy_of_Palestine,_Manila","53576086","","672","20211121022747"
"1484","Embassy_of_Palestine,_Malé","53576132","","1148","20211016171341"
"1485","Embassy_of_Palestine,_Tehran","53576150","","2260","20210904072258"
"1486","Policy_learning","53642969","","12648","20210701181608"
"1487","Governance_framework","53706988","","7552","20201125081104"
"1488","Niz_Goenkar_Revolution_Front","53831613","","555","20220121054345"
"1489","List_of_impeachments_of_heads_of_state","53906204","","38600","20211209014816"
"1490","Berkeley_school_of_political_theory","54077442","","2388","20211013210643"
"1491","Social_media_use_by_Donald_Trump","54190883","","348759","20220113203821"
"1492","Community_governance","54203454","","2639","20201214121324"
"1493","Brexit_in_popular_culture","54315587","","44288","20220113011402"
"1494","Jurisdictionalism","54335535","","3423","20191208044151"
"1495","State_occasion","54344063","","1724","20200417175653"
"1496","Bannu_Resolution","54380269","","6088","20211013191107"
"1497","Embassy_of_Palestine,_Berlin","54388816","","1945","20211007092703"
"1498","Embassy_of_Palestine,_Budapest","54388844","","1477","20211007092741"
"1499","Cultural_governance","54463849","","15254","20210329172947"
"1500","Governance_failure","54483820","","4056","20220116001626"
"1501","Nihilist_communism","54574601","","4068","20211231212135"
"1502","Folk_theory_of_democracy","54631286","","1010","20210219042208"
"1503","Vegetarian_and_vegan_symbolism","54775152","","11173","20220112093806"
"1504","Namatanai_Open","54819122","","647","20210617024717"
"1505","Equality_Statute_between_Brazil_and_Portugal","54982815","","2640","20210725204928"
"1506","Post-Islamism","55097959","","10010","20210927144501"
"1507","John_Andaman","55256227","","8654","20210318131434"
"1508","Immigration_reform","55260161","","770","20211105174829"
"1509","Invoke_Malaysia","55284398","","5960","20200511225243"
"1510","The_Blue_Party_(Germany)","55517701","","6375","20211212120459"
"1511","Party_of_New_Type","55581175","","2709","20190520055657"
"1512","2010_conservatism-psychoticism_correlation_error","55689292","","8294","20220103165419"
"1513","Bridges_Not_Walls","55695645","","4273","20220115143648"
"1514","Advance_SA","55753984","","3663","20210705134344"
"1515","Global_policeman","55762700","","8287","20220102045955"
"1516","Speaking_truth_to_power","55826599","","11745","20211213153607"
"1517","Women's_suffrage_activism_in_Leigh","55835240","","13571","20200707051134"
"1518","Ninetieth_Minnesota_State_Senate_v._Dayton","55924915","","24843","20211112232029"
"1519","Political_stagnation","55940100","","6409","20210920200916"
"1520","Deliberative_referendum","56100520","","3421","20210717201620"
"1521","Sustainalytics","56110453","","13114","20210709060052"
"1522","REDMAP","56164962","","11685","20211229165748"
"1523","6th_National_Congress_of_the_Kuomintang_(Wang_Jingwei)","56165517","","1607","20211116184632"
"1524","John_Gartner_(psychologist)","56260561","","6480","20210828171651"
"1525","Brigade_Media","56345589","","19961","20220108130858"
"1526","Timeline_of_Australian_elections","56463927","","58823","20210609054613"
"1527","Outside_agitators","56550591","","2358","20210908144138"
"1528","Baku_International_Humanitarian_Forum","56574531","","7779","20210502140501"
"1529","Bweengwa_(constituency)","56587471","","2165","20210824204222"
"1530","Second_Sharif_ministry","56646441","","2974","20200802095125"
"1531","Second_Shehbaz_Sharif_provincial_cabinet","56646540","","1635","20190630185120"
"1532","First_Shehbaz_Sharif_provincial_cabinet","56646552","","2921","20190630185121"
"1533","Québec_debout","56726916","","8690","20211130025438"
"1534","Ideal_theory_(politics)","56730925","","6304","20210703125318"
"1535","Female_Political_Union_of_the_Working_Classes","56792565","","2308","20191225083348"
"1536","Bwacha_(constituency)","56982402","","4328","20210918223335"
"1537","Chisamba_(constituency)","56983353","","3316","20210918220000"
"1538","Chitambo_(constituency)","56983413","","2036","20210824204054"
"1539","Katuba_(constituency)","56983475","","4034","20210824204149"
"1540","Keembe","56983515","","1476","20210824204240"
"1541","Mkushi_North","56983574","","2020","20210824204301"
"1542","Muchinga_(constituency)","56983697","","1584","20211031181123"
"1543","Mumbwa_(constituency)","56983739","","1845","20210824204332"
"1544","Mwembeshi_(constituency)","56983799","","1243","20210824204344"
"1545","Nangoma_(constituency)","56983817","","1250","20211031181406"
"1546","Serenje_(constituency)","56983846","","1966","20210824204403"
"1547","Lufubu_(constituency)","57001787","","1165","20211122182218"
"1548","Pro-Truth_Pledge","57093743","","7666","20211225103501"
"1549","2018_Arab_League_summit","57128072","","7007","20210904022244"
"1550","Good_Law_Project","57202043","","6541","20220121140702"
"1551","Comparison_of_civic_technology_platforms","57212303","","18932","20211026174242"
"1552","Incel","57379245","","147523","20220121122651"
"1553","The_Six_Arrows","57559234","","2628","20210830210529"
"1554","The_Rise_of_Victimhood_Culture","57568964","","7919","20220111024904"
"1555","The_Night_Climbers_of_Oxford","57615091","","11794","20201219190634"
"1556","International_Socialist_Congress,_Copenhagen_1910","57733373","","4270","20211021100650"
"1557","Intellectual_dark_web","57814962","","28915","20220120020233"
"1558","First_Nawaz_Sharif_provincial_cabinet","57849992","","3246","20211015190613"
"1559","Second_Nawaz_Sharif_provincial_cabinet","57850130","","3132","20190630191503"
"1560","Hyphenated_ethnicity","58099402","","2701","20210903195448"
"1561","Ethics_Matters","58132772","","2201","20211231165705"
"1562","Itezhi-Tezhi_(constituency)","58135020","","1492","20211122133027"
"1563","Celebrity_influence_in_politics","58230624","","23351","20220118014451"
"1564","Eritrean_nationalism","58448631","","2086","20210725060521"
"1565","The_Green_Papers","58449609","","2495","20210819113732"
"1566","People's_Party_of_Canada","58484250","","63131","20220122224614"
"1567","Women's_Boat_to_Gaza","58865825","","8018","20211120124545"
"1568","Bao_Luong","58913233","","7882","20211024210346"
"1569","Political_obligation","58942575","","3485","20211231140404"
"1570","Postcards_To_Voters","58974208","","8281","20210728171256"
"1571","Social_media_use_in_politics","59036060","","65868","20220120114227"
"1572","Blockwalking","59056248","","3752","20201111035417"
"1573","Yellow_vests_protests","59100122","","276413","20220122044156"
"1574","Seven_Star_Movement","59100478","","9930","20211212100125"
"1575","Neo-Jacobite_Revival","59135056","","15935","20210717222028"
"1576","Timeline_of_the_2019_Indian_general_election","59320595","","20693","20211010022420"
"1577","Prison_Special","59416143","","24967","20211025181404"
"1578","FAAAT_think_&_do_tank","59423083","","32447","20210929192942"
"1579","Admiral_of_the_Realm","59600433","","4680","20210910100535"
"1580","Delaying_tactic","59626904","","13628","20211022153256"
"1581","Ndola_City_Council","59632951","","1288","20200712005738"
"1582","William_Benoit","59654999","","6096","20210329175711"
"1583","Media_policy","59676043","","3278","20210401063830"
"1584","Presidential_campaign_announcements_in_the_United_States","59733407","","8793","20201211022537"
"1585","Student_politics_in_Namibia","59739624","","1428","20210527030849"
"1586","NUST_SRC","59766672","","4084","20211202183951"
"1587","Substitute_(elections)","59939132","","5422","20210407234430"
"1588","Crises_of_the_Republic","59959329","","9967","20220110092043"
"1589","Nazir_(title)","59975495","","3082","20190415175508"
"1590","Extinction_symbol","60262553","","22337","20211119042848"
"1591","Political_culture_of_France","60317133","","3081","20220111193723"
"1592","Timeline_of_Official_Irish_Republican_Army_actions","60327679","","28638","20220120030304"
"1593","Liberal_Nationalism_(book)","60329358","","2801","20220112080401"
"1594","Act_respecting_the_laicity_of_the_State","60358521","","30346","20220122054538"
"1595","Bollocks_to_Brexit","60402754","","9006","20211216021920"
"1596","Indictment_and_arrest_of_Julian_Assange","60479942","","76062","20220122030620"
"1597","Civiqs","60490620","","1972","20190619125302"
"1598","NationBuilder","60538816","","14683","20220102234139"
"1599","Partnership_for_America's_Health_Care_Future","60562980","","5614","20211025013731"
"1600","Jewish_conservatism","60724890","","1952","20211203180114"
"1601","Bad_governance","60787678","","17192","20220119041223"
"1602","Ibiza_affair","60795640","","50272","20211225033811"
"1603","Political_Achievements_of_the_Earl_of_Dalkeith","60796259","","1469","20200916043302"
"1604","Political_bias","60912658","","25720","20211228092719"
"1605","2017–present_Peruvian_political_crisis","60938753","","161220","20220112191152"
"1606","Youth_ambassador","61173632","","1107","20200702160921"
"1607","List_of_Janata_Dal_breakaway_parties","61324252","","4928","20210315130246"
"1608","Wage_subsidy","61339704","","23150","20211114011737"
"1609","Borealism","61358941","","11093","20201217194410"
"1610","Ženský_Klub_Český","61439067","","2053","20210215022928"
"1611","Gruaja_Shqiptare","61439105","","4446","20211230084433"
"1612","Social_media_in_the_2020_United_States_presidential_election","61447791","","14252","20220115104800"
"1613","Oversight_Board_(Facebook)","61478322","","46958","20220120155659"
"1614","Computational_politics","61580753","","9019","20210607014740"
"1615","History_of_democracy_in_Mexico","61650441","","98571","20220114200614"
"1616","Stunning_elections","61676378","","3176","20201229080929"
"1617","Martine-Anstett_Award","61700206","","6501","20211027164801"
"1618","Y'all_Politics","61924027","","5789","20210819113427"
"1619","Political_cognition","61937871","","32207","20210701224355"
"1620","Religion_in_politics","62473758","","7520","20210817172928"
"1621","Ethnic_Identity_and_the_State_in_Iran","62480849","","10156","20220122210954"
"1622","Chiara_Bottici","62536455","","24496","20211018234853"
"1623","Executive_Order_on_Combating_Anti-Semitism","62558539","","4071","20210910172122"
"1624","Mental_Health_Royal_Commission","62680909","","8206","20220122071716"
"1625","List_of_politics_awards","62683655","","7996","20210304222201"
"1626","Safe_parking_lots","62706760","","1493","20211209074535"
"1627","Ainu_Revolution_Theory","62750028","","4561","20210618163059"
"1628","Danube_Institute","62774958","","2724","20220105053823"
"1629","Suffrage_Special","62872079","","33268","20211025180927"
"1630","2017_draft_Libyan_constitution","62882159","","9560","20210603102406"
"1631","United_People's_Party_Liberal","62978696","","7459","20220115033910"
"1632","Climate_Clock","62978872","","6873","20211210150945"
"1633","High_National_Election_Commission","63023917","","8841","20211128193025"
"1634","Municipalism","63030542","","2044","20211102205510"
"1635","Three_Years_Jotna","63032234","","12344","20210827203818"
"1636","Gargi_College_molestations","63081160","","23956","20211202225040"
"1637","The_Sexual_Contract","63089581","","17690","20211228181721"
"1638","Health_security","63109943","","22336","20210125004209"
"1639","Social_media_use_in_African_politics","63113181","","14852","20210115083717"
"1640","Incidents_of_objects_being_thrown_at_politicians","63114418","","31613","20220117165025"
"1641","WinRed","63455259","","13049","20220101132945"
"1642","Politicisation","63541112","","19316","20211219014614"
"1643","Aromanian_question","63602386","","5650","20220122155855"
"1644","Free_and_Equal_(Spain)","63758546","","4472","20201217151925"
"1645","Culture11","63809030","","4192","20211017192448"
"1646","Socialist_self-management","63894889","","5819","20220122171638"
"1647","Tribal_Students_Union","64077380","","7719","20211017185427"
"1648","Critical_juncture_theory","64102083","","68677","20211205191344"
"1649","7_October_Movement","64227097","","3548","20210501215410"
"1650","Bust_of_Leopold_II_of_Belgium,_Ghent","64434036","","2093","20211228220406"
"1651","List_of_Lanka_Sama_Samaja_breakaway_parties","64484880","","2465","20200722161632"
"1652","Men_Going_Their_Own_Way","64523007","","22013","20220104013636"
"1653","2020_Rajasthan_political_crisis","64535575","","9547","20210905034845"
"1654","Four_Cardinal_Principles_and_Eight_Virtues","64632703","","7743","20211211004447"
"1655","Health_politics","64666045","","26596","20211213032512"
"1656","1964_split_in_the_Communist_Party_of_India","64718081","","255105","20220122070920"
"1657","Successor_ideology","64788933","","7147","20220104135723"
"1658","Against_Political_Equality","65057803","","2155","20220121155703"
"1659","List_of_United_States_governors_who_died_in_office","65147492","","17643","20211216103356"
"1660","Phantom_border","65182265","","11470","20211206090518"
"1661","Red_handprint","65213365","","9699","20220114155200"
"1662","Eat_the_rich_(slogan)","65272652","","3989","20220105221913"
"1663","World_Federalism","65321385","","27323","20220115114206"
"1664","List_of_direct_action_groups","65422961","","2484","20210730170048"
"1665","Loukanikos","65444395","","3622","20210816225922"
"1666","Museums_and_Digital_Culture","65494716","","8856","20220109053514"
"1667","Political_linguistics","65498212","","24863","20210815230203"
"1668","Politics_of_history","65650977","","82","20210503135730"
"1669","A_Starting_Point","65653292","","3165","20210212002756"
"1670","Embassy_of_Palestine,_Khartoum","65659579","","1281","20211213001131"
"1671","Arab–Israeli_normalization","65719445","","6691","20211105171110"
"1672","The_Fake_Show","65724382","","19929","20220115031820"
"1673","Minister_of_Mental_Health","65725692","","2804","20210105175143"
"1674","International_Center_for_Ethnobotanical_Education,_Research_and_Service","65796827","","31389","20220123135118"
"1675","Mining_referendum","65850772","","2257","20211204234627"
"1676","Contrarian_Prize","65937513","","9701","20201205060917"
"1677","List_of_countries_by_federal_system","65953343","","62368","20220113012212"
"1678","Gevald_campaign","65984772","","2072","20220103025055"
"1679","Embassy_of_Palestine,_Rabat","66069043","","1292","20211007091140"
"1680","Timeline_of_the_2021_United_States_Capitol_attack","66342264","","129424","20220122004537"
"1681","6th_Politburo_of_the_Workers'_Party_of_Korea","66361413","","22781","20210308215022"
"1682","8th_Central_Auditing_Commission_of_the_Workers'_Party_of_Korea","66367938","","5495","20210611113511"
"1683","Central_Auditing_Commission_of_the_Workers'_Party_of_Korea","66367999","","1547","20210131210111"
"1684","8th_Secretariat_of_the_Workers'_Party_of_Korea","66368047","","7261","20210611113245"
"1685","7th_Central_Military_Commission_of_the_Workers'_Party_of_Korea","66368233","","981","20210116013904"
"1686","8th_Central_Military_Commission_of_the_Workers'_Party_of_Korea","66368288","","7206","20210614062643"
"1687","6th_Central_Auditing_Commission_of_the_Workers'_Party_of_Korea","66371396","","12263","20210224213044"
"1688","7th_Central_Auditing_Commission_of_the_Workers'_Party_of_Korea","66371496","","1174","20210116084731"
"1689","Minister_of_State_for_Home_Affairs_(United_Kingdom)","66407817","","12665","20211208090644"
"1690","Number_of_parliamentarians_in_the_Fifth_French_Republic","66439372","","1288","20210921220126"
"1691","National_Standards_for_United_States_History","66455637","","8842","20210722183214"
"1692","Speaker's_Office","66476073","","652","20210425162645"
"1693","Standing_Committee_of_the_Workers'_Party_of_South_Korea","66545337","","1664","20210129212051"
"1694","1st_Standing_Committee_of_the_Workers'_Party_of_North_Korea","66545468","","1699","20210129214643"
"1695","Central_Committee_of_the_Workers'_Party_of_South_Korea","66545593","","13969","20211210210725"
"1696","Central_Inspection_Commission_of_the_Workers'_Party_of_South_Korea","66545644","","1178","20210207134057"
"1697","New_Blue_Party_of_Ontario","66580330","","13413","20220107005850"
"1698","County_Council_elections","66621637","","1780","20211004212855"
"1699","Bangla_Pokkho","66665216","","13110","20211124103429"
"1700","Central_Committee_of_the_Communist_Party_of_South_Korea","66743185","","16779","20210317080858"
"1701","Matsya_Nyaya","66868537","","4615","20210912110132"
"1702","Horizon_scanning","66900154","","24562","20211127144623"
"1703","Republican_Sena","66945169","","5702","20210328172646"
"1704","State_capacity","66965618","","4919","20220113215958"
"1705","Timeline_of_the_Premiership_of_John_A._Macdonald","67015788","","13786","20210804233147"
"1706","Timeline_of_the_Premiership_of_Alexander_Mackenzie","67032245","","4238","20210822124047"
"1707","Algorithmic_radicalization","67058442","","2366","20220114051312"
"1708","Political_transition_team","67152040","","2661","20211022035705"
"1709","Anchalik_Gana_Morcha","67152359","","1827","20211021210352"
"1710","African_Charter_on_Democracy,_Elections_and_Governance","67153328","","8221","20210825220839"
"1711","Political_controversies_in_the_Eurovision_Song_Contest","67160829","","20311","20220104022215"
"1712","Kuwait_and_state-sponsored_terrorism","67192477","","11579","20220114192151"
"1713","1943–1944_Massachusetts_legislature","67199058","","39719","20210929214404"
"1714","Heresthetic","67212817","","8135","20220109200721"
"1715","De-satellization_of_Communist_Romania","67247670","","23882","20220120191310"
"1716","Deep_canvassing","67249068","","4423","20220123044615"
"1717","The_Three_Leg_Stool_(GOP)","67265836","","5135","20220106205801"
"1718","Gilets_noirs","67268295","","8471","20210424151617"
"1719","Light_of_Faith_(political_party)","67294437","","4412","20220106162344"
"1720","Woke_capitalism","67301459","","6104","20220104135342"
"1721","Timeline_of_international_climate_politics","67309896","","23581","20211213123613"
"1722","Insurrectionist_Theory","67310882","","9713","20220113151617"
"1723","History_of_communication_by_presidents_of_the_United_States","67434860","","14141","20211212195834"
"1724","Emperor-Maximilian-Prize","67450097","","9380","20211029110042"
"1725","1st_Politburo_of_the_Communist_Party_of_Cuba","67478014","","5371","20210423141603"
"1726","2nd_Politburo_of_the_Communist_Party_of_Cuba","67478092","","9597","20210423125656"
"1727","3rd_Politburo_of_the_Communist_Party_of_Cuba","67479522","","9820","20210716225900"
"1728","Political_posturing","67484579","","8845","20210723130536"
"1729","4th_Politburo_of_the_Communist_Party_of_Cuba","67486978","","9052","20210715154750"
"1730","Democratic_Conviction","67493550","","3845","20211212201428"
"1731","Nisma_Thurje","67496519","","2377","20211214083345"
"1732","5th_Politburo_of_the_Communist_Party_of_Cuba","67513638","","13070","20210722012258"
"1733","6th_Politburo_of_the_Communist_Party_of_Cuba","67513887","","7468","20210719184429"
"1734","7th_Politburo_of_the_Communist_Party_of_Cuba","67514349","","6424","20210720132603"
"1735","8th_Politburo_of_the_Communist_Party_of_Cuba","67515178","","4412","20210717194342"
"1736","8th_Secretariat_of_the_Communist_Party_of_Cuba","67515345","","3722","20210722012013"
"1737","7th_Secretariat_of_the_Communist_Party_of_Cuba","67516377","","5456","20210722165702"
"1738","6th_Secretariat_of_the_Communist_Party_of_Cuba","67520666","","6839","20210716153536"
"1739","5th_Secretariat_of_the_Communist_Party_of_Cuba","67521353","","8353","20210501063535"
"1740","3rd_Secretariat_of_the_Communist_Party_of_Cuba","67522636","","4961","20210501082603"
"1741","2nd_Secretariat_of_the_Communist_Party_of_Cuba","67546120","","4948","20210501065103"
"1742","1st_Secretariat_of_the_Communist_Party_of_Cuba","67546307","","5011","20211219143637"
"1743","Sarma_ministry","67618262","","9977","20211218090216"
"1744","Highcliffe_and_Walkford_(ward)","67621925","","2911","20210524114739"
"1745","Kinson_(ward)","67622047","","4843","20211212234055"
"1746","Littledown_and_Iford_(ward)","67622205","","2662","20210526061004"
"1747","Moordown_(ward)","67622327","","2699","20210524114724"
"1748","Mudeford,_Stanpit_and_West_Highcliffe_(ward)","67622549","","2794","20210524114732"
"1749","Nationalsozialistischer_Führungsoffizier","67773264","","4101","20210726022433"
"1750","High_Speed_Rail_(West_Midlands-Crewe)_Act_2021","67791818","","1686","20210529230241"
"1751","Private_International_Law_(Implementation_of_Agreements)_Act_2020","67816630","","2414","20210601185924"
"1752","Political_will","67827964","","1214","20210602032634"
"1753","Data_Governance_Act","67830653","","4194","20210928130343"
"1754","Mwandi_(constituency)","67864028","","1402","20211122132616"
"1755","Build_Back_Better_World","67949862","","6501","20211215114154"
"1756","Theory_of_Umm_al-Qura","68124858","","19812","20210705070917"
"1757","Institutionalization_of_politics","68169025","","4586","20210722021011"
"1758","History_of_social_democracy","68169189","","223915","20211205025442"
"1759","Political_modernization","68171627","","4569","20210707043751"
"1760","Service-oriented_government","68172693","","4678","20210722020643"
"1761","List_of_claimed_landslide_victories","68191910","","42454","20211227202449"
"1762","List_of_colour_revolutions","68237079","","158","20210714195058"
"1763","Nabakrushna_Choudhury_Centre_for_Development_Studies","68266576","","4253","20220109232301"
"1764","Government-Household_analogy","68271139","","6503","20211004054552"
"1765","Data_Act_(European_Union)","68294262","","1854","20210928061924"
"1766","Political_trilemma_of_the_world_economy","68308309","","3560","20210907000659"
"1767","Liberal_Women_(Germany)","68327299","","6843","20211212132943"
"1768","Saitama_Prefectural_Assembly","68353919","","4563","20211207090507"
"1769","Trial_of_Anming_Hu","68374739","","20399","20220104011149"
"1770","Apportionment_by_country","68407399","","36057","20220105095201"
"1771","European_Prize_for_Political_Culture","68429090","","5371","20210808155524"
"1772","Gastronationalism","68554701","","20496","20220116081812"
"1773","Villagers'_committee","68651806","","5228","20211130214255"
"1774","Residents'_committee","68656834","","3857","20210910164306"
"1775","Artificial_Intelligence_Act","68665578","","3343","20211114142233"
"1776","Mobilize_(company)","68680866","","10918","20210909053005"
"1777","Texas_Seed_Bill","68812583","","1920","20220110201119"
"1778","Sōri_to_Yobanaide","68818369","","5659","20211215043453"
"1779","World_Bank-China_ranking_controversy","68868084","","3114","20211208041321"
"1780","Timeline_of_the_2020–2021_Belarusian_protests","69046127","","256485","20220119042238"
"1781","Reform_Delivery_Office_of_the_Cabinet_of_Ministers_of_Ukraine","69074740","","13760","20211031065604"
"1782","Unseating","69084631","","2430","20220111221500"
"1783","Internal_enemy","69307548","","1768","20211121233053"
"1784","Herstel-NL","69634338","","8073","20220105100331"
"1785","Front_People_without_Fear","69682461","","7607","20220108004750"
